rail_id	cell_line	sra_attribute.disease	sra_attribute.ethnicity	sra_attribute.disease_stage	sra.experiment_attributes	primary_site
SRR8615763	SW 1353	primary	Caucasian	chondrosarcoma	age;;72|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;SW 1353|disease;;chondrosarcoma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;bone	bone
SRR8615764	NCI-H1930	metastasis	Caucasian	carcinoma (small_cell_carcinoma)	age;;41|biomaterial_provider;;ATCC:NCI-H1930|BioSampleModel;;Human|cell_line;;NCI-H1930|disease;;carcinoma (small_cell_carcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8615765	Panc 04.03	primary	Caucasian	carcinoma	age;;70|biomaterial_provider;;ATCC:Panc 04.03|BioSampleModel;;Human|cell_line;;Panc 04.03|disease;;carcinoma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;pancreas	pancreas
SRR8615767	MDA-MB-231	metastasis	Caucasian	carcinoma	age;;51|biomaterial_provider;;ATCC:MDA-MB-231|BioSampleModel;;Human|cell_line;;MDA-MB-231|disease;;carcinoma|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;breast	breast
SRR8615768	BFTC-905	primary	Asian	"carcinoma (transitional_cell_carcinoma, papillary_transitional_cell_carcinoma)"	"age;;51|biomaterial_provider;;DSMZ:BFTC-905|BioSampleModel;;Human|cell_line;;BFTC-905|disease;;carcinoma (transitional_cell_carcinoma, papillary_transitional_cell_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;urinary_tract"	urinary_tract
SRR8615769	BFTC-909	primary	Asian	carcinoma	age;;64|biomaterial_provider;;DSMZ:BFTC-909|BioSampleModel;;Human|cell_line;;BFTC-909|disease;;carcinoma|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;kidney	kidney
SRR8615770	BDCM	primary	Caucasian	lymphoid_neoplasm (acute_lymphoblastic_B_cell_leukaemia)	age;;NA|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;BDCM|disease;;lymphoid_neoplasm (acute_lymphoblastic_B_cell_leukaemia)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615771	BEN	metastasis	Caucasian	carcinoma	age;;71|biomaterial_provider;;DSMZ:BEN|BioSampleModel;;Human|cell_line;;BEN|disease;;carcinoma|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8615772	BCP-1	primary	Caucasian	lymphoid_neoplasm (B_cell_lymphoma_unspecified)	age;;92|biomaterial_provider;;ATCC:BCP-1|BioSampleModel;;Human|cell_line;;BCP-1|disease;;lymphoid_neoplasm (B_cell_lymphoma_unspecified)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615773	B-CPAP	primary	Caucasian	carcinoma (papillary_carcinoma)	age;;76|biomaterial_provider;;DSMZ:B-CPAP|BioSampleModel;;Human|cell_line;;B-CPAP|disease;;carcinoma (papillary_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;thyroid	thyroid
SRR8615774	AU565	metastasis	Caucasian	carcinoma	age;;43|biomaterial_provider;;ATCC:AU565|BioSampleModel;;Human|cell_line;;AU565|disease;;carcinoma|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;breast	breast
SRR8615775	BC-3C	primary	Caucasian	carcinoma (transitional_cell_carcinoma)	age;;82|biomaterial_provider;;DSMZ:BC-3C|BioSampleModel;;Human|cell_line;;BC-3C|disease;;carcinoma (transitional_cell_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;urinary_tract	urinary_tract
SRR8615781	Hs 729	primary	Caucasian	rhabdomyosarcoma	age;;74|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;Hs 729|disease;;rhabdomyosarcoma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;soft_tissue	soft_tissue
SRR8615782	Hs 618.T	primary	Caucasian	carcinoma (adenocarcinoma)	age;;60|biomaterial_provider;;ATCC:Hs 618.T|BioSampleModel;;Human|cell_line;;Hs 618.T|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;lung	lung
SRR8615783	Hs 675.T	primary	Caucasian	carcinoma	age;;NA|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;Hs 675.T|disease;;carcinoma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;large_intestine	large_intestine
SRR8615784	Hs 683	primary	Caucasian	glioma	age;;76|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;Hs 683|disease;;glioma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;central_nervous_system	central_nervous_system
SRR8615785	Hs 688(A).T	primary	Caucasian	malignant_melanoma	age;;69|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;Hs 688(A).T|disease;;malignant_melanoma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;skin	skin
SRR8615786	COLO 792	metastasis	Caucasian	malignant_melanoma	age;;62|biomaterial_provider;;ECACC:COLO 792|BioSampleModel;;Human|cell_line;;COLO 792|disease;;malignant_melanoma|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;skin	skin
SRR8615787	COLO-783	metastasis	Caucasian	malignant_melanoma	age;;48|biomaterial_provider;;DSMZ:COLO-783|BioSampleModel;;Human|cell_line;;COLO-783|disease;;malignant_melanoma|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;skin	skin
SRR8615788	COLO 741	metastasis	Caucasian	malignant_melanoma	age;;69|biomaterial_provider;;GNF|BioSampleModel;;Human|cell_line;;COLO 741|disease;;malignant_melanoma|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;skin	skin
SRR8615789	COLO 684	primary	Caucasian	carcinoma (adenocarcinoma)	age;;63|biomaterial_provider;;ECACC:COLO 684|BioSampleModel;;Human|cell_line;;COLO 684|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;endometrium	endometrium
SRR8615791	Hs 739.T	primary	Asian	carcinoma	age;;52|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;Hs 739.T|disease;;carcinoma|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;breast	breast
SRR8615792	COLO-678	metastasis	Caucasian	carcinoma (adenocarcinoma)	age;;69|biomaterial_provider;;DSMZ:COLO-678|BioSampleModel;;Human|cell_line;;COLO-678|disease;;carcinoma (adenocarcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;large_intestine	large_intestine
SRR8615793	COLO 668	metastasis	Caucasian	carcinoma (small_cell_carcinoma)	age;;47|biomaterial_provider;;ECACC:COLO 668|BioSampleModel;;Human|cell_line;;COLO 668|disease;;carcinoma (small_cell_carcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;lung	lung
SRR8615794	NCI-H2077;NCI-H1581	NA	NA	NA	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;NCI-H2077;NCI-H1581|disease;;NA|disease_stage;;NA|ethnicity;;NA|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;lung	lung
SRR8615795	PA-TU-8988S	metastasis	Caucasian	carcinoma (ductal_carcinoma)	age;;64|biomaterial_provider;;DSMZ:PA-TU-8988S|BioSampleModel;;Human|cell_line;;PA-TU-8988S|disease;;carcinoma (ductal_carcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;pancreas	pancreas
SRR8615796	NCI-H2085	primary	Caucasian	carcinoma (adenocarcinoma)	age;;45|biomaterial_provider;;ATCC:NCI-H2085|BioSampleModel;;Human|cell_line;;NCI-H2085|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8615797	RERF-LC-Sq1	primary	Asian	carcinoma (squamous_cell_carcinoma)	age;;74|biomaterial_provider;;HSRRB|BioSampleModel;;Human|cell_line;;RERF-LC-Sq1|disease;;carcinoma (squamous_cell_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;lung	lung
SRR8615798	NCI-H522	primary	Caucasian	carcinoma (non_small_cell_carcinoma)	age;;60|biomaterial_provider;;GNF|BioSampleModel;;Human|cell_line;;NCI-H522|disease;;carcinoma (non_small_cell_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8615799	NCI-H520	primary	Caucasian	carcinoma (squamous_cell_carcinoma)	age;;NA|biomaterial_provider;;ATCC:NCI-H520|BioSampleModel;;Human|cell_line;;NCI-H520|disease;;carcinoma (squamous_cell_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8615800	RH-41	metastasis	Caucasian	rhabdomyosarcoma (alveolar)	age;;NA|biomaterial_provider;;DSMZ:RH-41|BioSampleModel;;Human|cell_line;;RH-41|disease;;rhabdomyosarcoma (alveolar)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;soft_tissue	soft_tissue
SRR8615801	RI-1	primary	Caucasian	lymphoid_neoplasm (B_cell_lymphoma_unspecified)	age;;57|biomaterial_provider;;DSMZ:RI-1|BioSampleModel;;Human|cell_line;;RI-1|disease;;lymphoid_neoplasm (B_cell_lymphoma_unspecified)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615802	NCI-H2087	metastasis	Caucasian	carcinoma (adenocarcinoma)	age;;69|biomaterial_provider;;ATCC:NCI-H2087|BioSampleModel;;Human|cell_line;;NCI-H2087|disease;;carcinoma (adenocarcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8615803	RKO	primary	African_american	carcinoma (adenocarcinoma)	age;;NA|biomaterial_provider;;ATCC:RKO|BioSampleModel;;Human|cell_line;;RKO|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;African_american|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;large_intestine	large_intestine
SRR8615804	NCI-H441	metastasis	Caucasian	carcinoma (adenocarcinoma)	age;;NA|biomaterial_provider;;ATCC:NCI-H441|BioSampleModel;;Human|cell_line;;NCI-H441|disease;;carcinoma (adenocarcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;lung	lung
SRR8615805	NCI-H358	primary	Caucasian	carcinoma (bronchioloalveolar_adenocarcinoma)	age;;NA|biomaterial_provider;;ATCC:NCI-H358|BioSampleModel;;Human|cell_line;;NCI-H358|disease;;carcinoma (bronchioloalveolar_adenocarcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8615806	NCI-H3255	primary	Caucasian	carcinoma (adenocarcinoma)	age;;NA|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;NCI-H3255|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;lung	lung
SRR8615807	NCI-H322	primary	Caucasian	carcinoma (adenocarcinoma)	age;;52|biomaterial_provider;;EACC|BioSampleModel;;Human|cell_line;;NCI-H322|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8615808	NCI-H510	primary	Caucasian	carcinoma (small_cell_carcinoma)	age;;56|biomaterial_provider;;ATCC:NCI-H510|BioSampleModel;;Human|cell_line;;NCI-H510|disease;;carcinoma (small_cell_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8615809	NCI-H508	metastasis	Caucasian	carcinoma (adenocarcinoma)	age;;55|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;NCI-H508|disease;;carcinoma (adenocarcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;large_intestine	large_intestine
SRR8615810	NCI-H460	metastasis	Caucasian	carcinoma (large_cell_carcinoma)	age;;NA|biomaterial_provider;;ATCC:NCI-H460|BioSampleModel;;Human|cell_line;;NCI-H460|disease;;carcinoma (large_cell_carcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8615811	NCI-H446	metastasis	Caucasian	carcinoma (small_cell_carcinoma)	age;;61|biomaterial_provider;;ATCC:NCI-H446|BioSampleModel;;Human|cell_line;;NCI-H446|disease;;carcinoma (small_cell_carcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8615832	TC-71	primary	Caucasian	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	age;;22|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;TC-71|disease;;Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;bone	bone
SRR8615833	TE 125.T	primary	Caucasian	rhabdomyosarcoma	age;;1|biomaterial_provider;;ATCC:TE 125.T|BioSampleModel;;Human|cell_line;;TE 125.T|disease;;rhabdomyosarcoma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;soft_tissue	soft_tissue
SRR8615834	TE-14	primary	Asian	carcinoma (squamous_cell_carcinoma)	age;;NA|biomaterial_provider;;RIKEN:TE-14|BioSampleModel;;Human|cell_line;;TE-14|disease;;carcinoma (squamous_cell_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;oesophagus	oesophagus
SRR8615835	LN-235	NA	Caucasian	glioma (astrocytoma_Grade_IV)	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;LN-235|disease;;glioma (astrocytoma_Grade_IV)|disease_stage;;NA|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;central_nervous_system	central_nervous_system
SRR8615836	LN-229	primary	Caucasian	"glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)"	"age;;60|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;LN-229|disease;;glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;central_nervous_system"	central_nervous_system
SRR8615837	LN-215	NA	Caucasian	glioma (astrocytoma_Grade_IV)	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;LN-215|disease;;glioma (astrocytoma_Grade_IV)|disease_stage;;NA|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;central_nervous_system	central_nervous_system
SRR8615838	LN-18	primary	Caucasian	"glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)"	"age;;65|biomaterial_provider;;ATCC:LN-18|BioSampleModel;;Human|cell_line;;LN-18|disease;;glioma (astrocytoma_Grade_IV, glioblastoma_multiforme)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;central_nervous_system"	central_nervous_system
SRR8615839	LMSU	metastasis	Asian	carcinoma (adenocarcinoma)	age;;NA|biomaterial_provider;;RIKEN:LMSU|BioSampleModel;;Human|cell_line;;LMSU|disease;;carcinoma (adenocarcinoma)|disease_stage;;metastasis|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;stomach	stomach
SRR8615840	LK-2	primary	Asian	carcinoma (squamous_cell_carcinoma)	age;;NA|biomaterial_provider;;RIKEN:LK-2|BioSampleModel;;Human|cell_line;;LK-2|disease;;carcinoma (squamous_cell_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;lung	lung
SRR8615841	IM95	primary	Asian	carcinoma (intestinal_adenocarcinoma)	age;;63|biomaterial_provider;;HSRRB|BioSampleModel;;Human|cell_line;;IM95|disease;;carcinoma (intestinal_adenocarcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;stomach	stomach
SRR8615842	IMR-32	primary	Caucasian	neuroblastoma	age;;1|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;IMR-32|disease;;neuroblastoma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;autonomic_ganglia	autonomic_ganglia
SRR8615843	IGR-39	primary	Caucasian	malignant_melanoma	age;;26|biomaterial_provider;;DSMZ:IGR-39|BioSampleModel;;Human|cell_line;;IGR-39|disease;;malignant_melanoma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;skin	skin
SRR8615844	IGROV1	primary	Caucasian	carcinoma (adenocarcinoma)	age;;47|biomaterial_provider;;NCI/DCTD|BioSampleModel;;Human|cell_line;;IGROV1|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;ovary	ovary
SRR8615845	IGR-1	metastasis	Caucasian	malignant_melanoma	age;;42|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;IGR-1|disease;;malignant_melanoma|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;skin	skin
SRR8615846	IGR-37	metastasis	Caucasian	malignant_melanoma	age;;26|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;IGR-37|disease;;malignant_melanoma|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;skin	skin
SRR8615847	HuTu 80	primary	African_american	carcinoma (adenocarcinoma)	age;;53|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;HuTu 80|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;African_american|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;small_intestine	small_intestine
SRR8615848	IA-LM	metastasis	Asian	carcinoma (large_cell_carcinoma)	age;;68|biomaterial_provider;;RIKEN:IA-LM|BioSampleModel;;Human|cell_line;;IA-LM|disease;;carcinoma (large_cell_carcinoma)|disease_stage;;metastasis|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8615849	HuT 102	primary	African_american	lymphoid_neoplasm (mycosis_fungoides-Sezary_syndrome)	age;;26|biomaterial_provider;;ATCC:HuT 102|BioSampleModel;;Human|cell_line;;HuT 102|disease;;lymphoid_neoplasm (mycosis_fungoides-Sezary_syndrome)|disease_stage;;primary|ethnicity;;African_american|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615850	HuT 78	primary	Caucasian	lymphoid_neoplasm (mycosis_fungoides-Sezary_syndrome)	age;;53|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;HuT 78|disease;;lymphoid_neoplasm (mycosis_fungoides-Sezary_syndrome)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;haematopoietic_and_lymphoid_tissue	haematopoietic_and_lymphoid_tissue
SRR8615851	SLR 26	primary	Caucasian	carcinoma (renal_cell_carcinoma)	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;SLR 26|disease;;carcinoma (renal_cell_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;kidney	kidney
SRR8615853	SW 900	primary	Caucasian	carcinoma (squamous_cell_carcinoma)	age;;53|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;SW 900|disease;;carcinoma (squamous_cell_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8615854	SW837	primary	Caucasian	carcinoma (adenocarcinoma)	age;;53|biomaterial_provider;;ATCC:SW837|BioSampleModel;;Human|cell_line;;SW837|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;large_intestine	large_intestine
SRR8615855	T1-73	primary	Caucasian	osteosarcoma	age;;NA|biomaterial_provider;;ATCC:T1-73|BioSampleModel;;Human|cell_line;;T1-73|disease;;osteosarcoma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;bone	bone
SRR8615856	SW948	primary	Caucasian	carcinoma (adenocarcinoma)	age;;81|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;SW948|disease;;carcinoma (adenocarcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;large_intestine	large_intestine
SRR8615857	T3M-10	primary	Asian	carcinoma (large_cell_carcinoma)	age;;40|biomaterial_provider;;GNF|BioSampleModel;;Human|cell_line;;T3M-10|disease;;carcinoma (large_cell_carcinoma)|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;lung	lung
SRR8615858	T24	primary	Caucasian	carcinoma (transitional_cell_carcinoma)	age;;81|biomaterial_provider;;ATCC:T24|BioSampleModel;;Human|cell_line;;T24|disease;;carcinoma (transitional_cell_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;urinary_tract	urinary_tract
SRR8615859	SKPNDW	NA	NA	NA	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;SKPNDW|disease;;NA|disease_stage;;NA|ethnicity;;NA|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;bone	bone
SRR8615860	SK-RC-20	NA	Caucasian	carcinoma (clear_cell_renal_cell_carcinoma)	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;SK-RC-20|disease;;carcinoma (clear_cell_renal_cell_carcinoma)|disease_stage;;NA|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;kidney	kidney
SRR8615861	SK-UT-1	primary	Caucasian	leiomyosarcoma	age;;75|biomaterial_provider;;ATCC:SK-UT-1|BioSampleModel;;Human|cell_line;;SK-UT-1|disease;;leiomyosarcoma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;soft_tissue	soft_tissue
SRR8615862	SLR 20	primary	Caucasian	carcinoma (renal_cell_carcinoma)	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;SLR 20|disease;;carcinoma (renal_cell_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;kidney	kidney
SRR8615863	SLR 21	primary	Caucasian	carcinoma (renal_cell_carcinoma)	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;SLR 21|disease;;carcinoma (renal_cell_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;kidney	kidney
SRR8615864	SLR 23	primary	Caucasian	carcinoma (renal_cell_carcinoma)	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;SLR 23|disease;;carcinoma (renal_cell_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;kidney	kidney
SRR8615865	SLR 24	primary	Caucasian	carcinoma (renal_cell_carcinoma)	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;SLR 24|disease;;carcinoma (renal_cell_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;kidney	kidney
SRR8615866	SLR 25	primary	Caucasian	carcinoma (renal_cell_carcinoma)	age;;NA|biomaterial_provider;;NA|BioSampleModel;;Human|cell_line;;SLR 25|disease;;carcinoma (renal_cell_carcinoma)|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;NA|tissue;;kidney	kidney
SRR8615867	ONS-76	primary	Asian	primitive_neuroectodermal_tumour-medulloblastoma	age;;2|biomaterial_provider;;HSSRB|BioSampleModel;;Human|cell_line;;ONS-76|disease;;primitive_neuroectodermal_tumour-medulloblastoma|disease_stage;;primary|ethnicity;;Asian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;central_nervous_system	central_nervous_system
SRR8615868	FTC-238	metastasis	Caucasian	carcinoma (follicular_carcinoma)	age;;42|biomaterial_provider;;ECACC:FTC-238|BioSampleModel;;Human|cell_line;;FTC-238|disease;;carcinoma (follicular_carcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;thyroid	thyroid
SRR8615869	FTC-133	metastasis	Caucasian	carcinoma (follicular_carcinoma)	age;;42|biomaterial_provider;;ECACC:FTC-133|BioSampleModel;;Human|cell_line;;FTC-133|disease;;carcinoma (follicular_carcinoma)|disease_stage;;metastasis|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;male|tissue;;thyroid	thyroid
SRR8615870	OVCAR-4	primary	Caucasian	carcinoma	age;;42|biomaterial_provider;;NIBRI|BioSampleModel;;Human|cell_line;;OVCAR-4|disease;;carcinoma|disease_stage;;primary|ethnicity;;Caucasian|isolate;;cell line|sample_type;;cell culture|sex;;female|tissue;;ovary	ovary
